address,balance,lifetime,tx_in,tx_out,investment_in,payment_out,investment_to_contract/tx_in,payment_from_contract/tx_out,#addresses_paying_contract,#addresses_paid_by_contract,mean_v1,sdev_v1,mean_v2,sdev_v2,paid_rate,paid_one,percentage_some_tx_in,sdev_tx_in,percentage_some_tx_out,sdev_tx_out,owner_gets_eth_Wo_investing,owner_gets_eth_investing,owner_no_eth
0x4459b42d034330ecc1e4d604c0a5c855b857df2c,4.386963,1109,6764,3349,465,3349,0.0687,1.0,163,19,17.693252,258.850203,-0.026914,1.177667,7.2022,0.1166,0.6348,17.113998,0.3282,17.434364,0,1,0
0x445f51299ef3307dbd75036dd896565f5b4bf7a5,0,134,9931,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.2388,657.246558,0.0000,0.0,0,0,1
0x4470bb87d77b963a013db939be332f927f2b992e,0.000000,1,9090,3823,3823,3823,0.4206,1.0,3103,1,0.000000,68.632191,0.000000,725.373427,1.0000,0.0000,12.0000,1040.637665,2.0000,1905.5,0,0,1
0x44830e5fbe354af3c1c8d405170c08d3bc8a2cd9,0.100000,1354,2043,0,1,0,0.0005,0.0,1,0,-1.000000,0.0,-0.100000,0.0,0.0000,0.0000,0.0665,72.923773,0.0000,0.0,0,0,1
0x44f12955189e3f01be5daf1dd9002ee4d774f42b,0.000000,17,32,31,31,31,0.9688,1.0,23,1,0.000000,6.576473,0.000000,3.731653,1.0000,0.0000,0.8824,2.156128,0.8235,2.209673,0,0,1
0x44f588aeeb8c44471439d1270b3603c66a9262f1,91.791483,32,9360,569,598,569,0.0639,1.0,529,1,-0.054717,24.746008,-0.173191,119.103132,0.9515,0.0000,1.0312,939.234531,0.9688,44.735458,1,0,0
0x45321004790a4dae7ba19217a10574d55739efc7,0,485,199,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.1876,2.213406,0.0000,0.0,0,0,1
0x45555629aabfea138ead1c1e5f2ac3cce2add830,-27.742550,489,9631,8922,98,3963,0.0102,0.4442,69,1,55.214286,470.443678,0.396322,3.308838,40.4388,0.0000,0.0041,4814.5,0.3845,179.776851,1,0,0
0x457cc3c7d0e0f0dd01abeab221cd8f99faa0099c,0,36,7,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.0556,2.5,0.0000,0.0,0,0,1
0x461733c17b0755ca5649b6db08b3e213fcf22546,0.100000,239,9744,0,1,0,0.0001,0.0,1,0,-1.000000,0.0,-0.100000,0.0,0.0000,0.0000,0.8661,193.782286,0.0000,0.0,0,0,1
0x4632091b0dd0e0902d1fe0534e16eb7b20328d70,0,602,67,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.0598,1.988198,0.0000,0.0,0,0,1
0x46492473755e8df960f8034877f61732d718ce96,0,1431,1661,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.1964,33.982033,0.0000,0.0,0,0,1
0x4672bad527107471cb5067a887f4656d585a8a31,0,52,9998,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.0769,3592.593805,0.0000,0.0,0,0,1
0x4678f0a6958e4d2bc4f1baf7bc52e8f3564f3fe4,0,482,6918,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.9813,27.759034,0.0000,0.0,0,0,1
0x46b9ad944d1059450da1163511069c718f699d31,0,22,7133,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.7727,929.354239,0.0000,0.0,0,0,1
0x46d35eb66725413c6694dee8fe6d41d5eb9e1408,0.060013,524,892,238,251,237,0.2814,0.9958,91,88,-0.153846,3.063156,-0.000659,0.618947,0.9442,0.9670,0.0649,63.542047,0.0458,15.913612,0,1,0
0x46eec301d2d00087145d1588282c182bd1890e5c,0,31,9,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.1290,0.433013,0.0000,0.0,0,0,1
0x46fbcfd32ea671caa21897c09072cb6cb44c0bc9,0,0,1,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x473319898464ca640af692a0534175981ab78aa1,0,0,1,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
